trial_id,arm_id,task_id,raw_outcome,response_path_class,response_path_class_confidence,verifier_failure_category,verifier_failure_category_confidence,assertion_failure_category,assertion_failure_category_confidence,trajectory_disposition,trajectory_disposition_confidence,manual_review_reasons
1d71a3f5-53d4-45dd-a6d8-a31f41c66b10,router-qwen-3.7-plus,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
1e2cdad5-9ace-4527-ad7c-72075ead1c13,router-qwen-3.7-plus,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
1f0df234-c806-4b42-85ef-be7fe3cde612,router-anthropic-opus,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
1f3d875e-1130-4a7c-89e3-673433602229,router-anthropic-sonnet,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
1f61aa49-b0f4-48ad-a439-dee5783c48ec,router-anthropic-fable-5,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,none,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
20627f85-db2b-4a41-86e5-a8d156262e02,router-anthropic-sonnet,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
2188536a-73ad-4bbd-8d22-9dab8643dc27,router-kimi-k2.6,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
21970fb6-402a-48f5-a788-b87f7749fa07,router-gpt-5.4,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
233a4213-7a19-439f-a29c-f3ebd9ae720d,router-gpt-5.4,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
260b2dd2-6574-40c8-af16-ef811d505087,router-gpt-5.4,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
27c69146-0a5a-4359-97f8-4ba6c9dce849,router-anthropic-haiku-sanitized,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
280ebce0-99d7-4254-b931-053bf8e31028,router-anthropic-sonnet,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
2831b3fb-da31-455c-a388-972a28404259,router-deepseek-flash,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,medium,none,high,indeterminate,low,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.indeterminate
284a49bf-e22c-4d8a-96d5-6dcbcbb6d600,router-deepseek-pro,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
2a3d7619-75da-44dc-b7f7-5a39dd974d55,router-gemini-3.1-pro,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
2e1efb61-cebc-435d-b81b-4197cd21c21a,router-anthropic-sonnet,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
3284ede4-6e12-420b-a859-d8662c0c96b4,router-grok-build-0.1,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
3308f821-399c-4694-ade1-5023e394f799,router-glm-5.2,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
331526ac-86aa-43ff-8924-52388b4c9c4b,router-anthropic-sonnet,terminal-bench-2.0:sqlite-db-truncate,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
34d4e194-3a07-4d56-abd5-8a3c5788ed5c,router-anthropic-opus,terminal-bench-2.0:openssl-selfsigned-cert,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
34e97d68-3357-43f2-b0ec-8b627b3ad5d7,router-gpt-5.5,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
35226418-4ea7-49b4-85c6-8fb5660471e9,router-kimi-k2.6,terminal-bench-2.0:portfolio-optimization,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
37da712e-0bad-4723-aac3-67adbdee5173,router-gemini-flash,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
381df23b-961b-4894-bc1b-a21e2150ddde,router-deepseek-flash,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
391ffb47-d07b-4eb1-b4b0-25cb9e793e4b,router-kimi-k2.6,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
3a6c846b-0c5b-4762-bf5f-4d7c836f7585,router-kimi-k2.6,terminal-bench-2.0:modernize-scientific-stack,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
3a97b7f2-e2df-46e9-8c15-dba4c325c15e,router-deepseek-flash,terminal-bench-2.0:password-recovery,failure,not_applicable,medium,test_assertion_failure,medium,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
3ac53702-460d-444d-9e75-6f94f1efcb9e,router-anthropic-haiku-sanitized,terminal-bench-2.0:llm-inference-batching-scheduler,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
3e8234d4-9afb-4944-8c32-53f74997229d,router-gpt-5.4,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
3fd9d8cc-5045-4ee0-8c8d-aee5dc12083e,router-grok-build-0.1,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
41a7b077-41b8-4a77-9317-c0aeaa6b3f83,router-anthropic-haiku-sanitized,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
422be2f7-2264-4d02-b8fe-c474d5e9b592,router-gpt-5.5,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
42aa926a-8e1e-4520-b9fe-4a0fb669bdeb,router-gpt-5.4,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
46c571a0-1d6d-4514-ac31-e98589413d17,router-grok-build-0.1,terminal-bench-2.0:build-cython-ext,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
48d114f4-25f6-4646-b7f6-c7c65e3d770a,router-glm-5.1,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
494b34d5-d5f2-4881-9813-2e088d37147b,router-qwen-3.7-plus,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
4b5b4fff-dded-4027-9d61-b2d87c6ad971,router-qwen-3.7-plus,terminal-bench-2.0:configure-git-webserver,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
4c619425-beee-4155-92ac-7cf9528667fe,router-deepseek-pro,terminal-bench-2.0:password-recovery,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
4d444fa2-9a5a-4270-8971-e870b75f5716,router-glm-5.1,terminal-bench-2.0:nginx-request-logging,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
4e04a030-3b25-4134-9722-6ad3fd628925,router-kimi-k2.6,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
4f5a94fd-a1f1-48fe-bf7f-52c030dfb145,router-anthropic-haiku-sanitized,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
516406c9-ff0b-4584-82d7-95cfaaa94616,router-kimi-k2.6,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
526caafc-22e1-4f9e-9610-f014de45890a,router-anthropic-haiku-sanitized,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
563c3286-0019-414e-b8e9-fb930edfed7d,router-gemini-flash,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
56f9269e-b009-4ed4-9ad7-06f62a2bf9b4,router-anthropic-sonnet,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
5865ff5f-a569-40d6-a0b8-9239ae81b7ee,router-gpt-5.5,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
591696cc-b183-4fa4-88c4-28b6f24c5d4d,router-gpt-5.5,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
594fb69b-cf43-43dc-a277-58123dabe50b,router-gemini-flash,terminal-bench-2.0:llm-inference-batching-scheduler,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
5957f57d-5884-4be8-a1b4-dc95d0d7805b,router-anthropic-haiku-sanitized,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
59cca28a-0e79-4751-9ca4-70b50464bd95,router-anthropic-sonnet,terminal-bench-2.0:build-cython-ext,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
5aaf3ef0-6667-403e-9e1f-c57873b6a73d,router-kimi-k3,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
5b185727-2250-4245-b4f7-097b45049168,router-gemini-flash,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
5bedf6c8-ec9b-4e3a-9c5f-0b543944aa5c,router-deepseek-pro,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
5c3e311b-bb5e-41aa-a0aa-e5d90e3a9ef6,router-anthropic-haiku-sanitized,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
5dc2ab8d-aede-4369-a265-b813416e7c8f,router-anthropic-fable-5,terminal-bench-2.0:password-recovery,failure,not_applicable,high,none,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
5dd40e76-dda5-406b-99f5-a3c1e3f20308,router-deepseek-pro,terminal-bench-2.0:torch-pipeline-parallelism,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
5ebb7eff-fe31-4819-8411-0d7d1b689d32,router-anthropic-haiku-sanitized,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
5f9889ae-b6b1-4f8d-ae74-1364fcd9bb46,router-gemini-3.1-pro,terminal-bench-2.0:polyglot-rust-c,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
5ff8031f-040e-437f-b227-37b06bc14d4a,router-gpt-5.4,terminal-bench-2.0:portfolio-optimization,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
60bb178e-26b7-4fc3-b27d-67142c79486c,router-glm-5.1,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
6248501e-3a3c-45a4-9e29-29fd4304203e,router-glm-5.2,terminal-bench-2.0:polyglot-rust-c,failure,unknown,low,none,medium,none,high,indeterminate,low,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.indeterminate
63f34800-6dec-42f6-9de6-b8466656ca6e,router-glm-5.1,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
65f2f7c1-4e43-4e1f-9592-f80dc3e43574,router-anthropic-sonnet,terminal-bench-2.0:openssl-selfsigned-cert,failure,unknown,low,none,high,none,high,no_substantive_attempt,medium,response_path_class:j2.response_path.unknown;trajectory_disposition:j2.trajectory.no_substantive_attempt
67a048a6-363d-4282-a45b-bde24771c267,router-deepseek-pro,terminal-bench-2.0:cancel-async-tasks,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
67a3b974-08f6-4e25-aecf-242af12bfdcf,router-deepseek-flash,terminal-bench-2.0:fix-code-vulnerability,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
682a4491-90c2-4ddb-adb4-99cda230447b,router-anthropic-fable-5,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
690aea05-2a6b-49a9-aad5-854870c59571,router-gpt-5.5,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
69e85399-e7ad-47e9-b1bd-b4eba7314e69,router-gemini-flash,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,missing_or_wrong_output,high,none,high,indeterminate,low,trajectory_disposition:j2.trajectory.indeterminate
6bf9990a-214a-4c86-ad91-ece81a81bd47,router-grok-build-0.1,terminal-bench-2.0:query-optimize,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
6c49a41d-a9d5-4699-b214-fec130c7d44e,router-anthropic-haiku-sanitized,terminal-bench-2.0:llm-inference-batching-scheduler,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
6dfbed61-7432-4898-bed5-4e054602971b,router-glm-5.1,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
6e2296a1-f919-46df-ad27-2f485af90552,router-deepseek-flash,terminal-bench-2.0:mteb-retrieve,failure,not_applicable,high,test_assertion_failure,high,unclassified_assertion,low,indeterminate,low,assertion_failure_category:j2.assertion.unclassified_assertion;trajectory_disposition:j2.trajectory.indeterminate
6e5a0c03-cdae-4733-bedb-a30294a065bd,router-anthropic-fable-5,terminal-bench-2.0:model-extraction-relu-logits,failure,not_applicable,high,none,high,none,high,no_substantive_attempt,high,trajectory_disposition:j2.trajectory.no_substantive_attempt
