suite_id	arm_id	run_label	task_id	attempt_index	trial_id	quality_flag	reward	exception_type	exception_summary	runtime_seconds	input_tokens	output_tokens	cost_usd	missing_cost	validity_status	invalid_reason	artifact_count	artifact_types_present	has_result	has_exception	has_agent_transcript	has_trajectory	has_trial_log	has_verifier_stdout	has_verifier_ctrf	has_verifier_reward	first_artifact_dashboard_path	trial_dashboard_path
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:mteb-retrieve	30	f3616ddd-b35b-4a1c-ae96-117f7b0b0cc5	normal_failed_trial	0			447.771681	146019	1405	0.2920295	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/29d60b81-9ee6-4f6c-b852-1e1195fe5896	/trials/f3616ddd-b35b-4a1c-ae96-117f7b0b0cc5
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:password-recovery	40	f286e656-db4c-4d69-a773-c72f380b4c4c	exception	0	exception_info		51.33476	0	0	0.02829175	false	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/7b0ed6fa-d3c4-4e62-a167-1394118e32c1	/trials/f286e656-db4c-4d69-a773-c72f380b4c4c
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:password-recovery	41	5dc2ab8d-aede-4369-a265-b813416e7c8f	exception	0	exception_info		53.96185	0	0	0.02831675	false	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/e3efd9a7-36eb-42ca-a883-aac91ff39208	/trials/5dc2ab8d-aede-4369-a265-b813416e7c8f
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:password-recovery	42	ab5bf72f-81d9-4a9f-947f-44e110624893	exception	0	exception_info		53.155777	0	0	0.02829175	false	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/b590b693-27cc-4e3e-a2e3-44a05eab9276	/trials/ab5bf72f-81d9-4a9f-947f-44e110624893
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:polyglot-rust-c	43	f7d86e72-a89d-48a0-a55b-3e2b9434fffb	normal_failed_trial	0			334.297629	87447	18832	0.5490615	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/91966e5a-0a22-45ac-9451-5317a5e50d64	/trials/f7d86e72-a89d-48a0-a55b-3e2b9434fffb
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:polyglot-rust-c	44	ac8f8849-430f-4283-92db-2207c28a5eb2	normal_failed_trial	0			249.168727	86993	13121	0.40496125	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/94e490fc-45c9-4c6a-96ed-007bf9753003	/trials/ac8f8849-430f-4283-92db-2207c28a5eb2
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:polyglot-rust-c	45	ffbf87dc-614c-444b-8c98-4251fcc3f1de	normal_failed_trial	0			367.187879	116092	21226	0.62298425	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/8035465b-face-4e96-95b2-7303cbb0cd57	/trials/ffbf87dc-614c-444b-8c98-4251fcc3f1de
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:query-optimize	49	91cbe4bc-1d10-4c32-aaf1-8e4269067578	normal_failed_trial	0			1380.26345	211646	4911	0.45338775	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/72fd83cd-98e7-468e-b80f-fd57cc6c5c5c	/trials/91cbe4bc-1d10-4c32-aaf1-8e4269067578
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:query-optimize	50	9c77dd12-fe79-4f7c-b370-6311afe5e829	normal_failed_trial	0			1361.067913	188491	3091	0.4111585	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/92ea8858-0af7-4d6e-b0a4-a48ab2807148	/trials/9c77dd12-fe79-4f7c-b370-6311afe5e829
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:query-optimize	51	682a4491-90c2-4ddb-adb4-99cda230447b	normal_failed_trial	0			1405.839978	400353	9151	0.48390275	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/26c2a4d5-565f-463f-be36-4623df25d9b7	/trials/682a4491-90c2-4ddb-adb4-99cda230447b
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:schemelike-metacircular-eval	52	ee2e2089-1068-4ed1-94a1-e19a9cde66be	exception	0	exception_info		2446.221075	333849	28487		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/ad79aedc-1a6f-486a-90f3-3457793ce702	/trials/ee2e2089-1068-4ed1-94a1-e19a9cde66be
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:schemelike-metacircular-eval	53	9a3cdf6b-23c8-4dcb-b962-705a5eb08a1e	exception_with_success	1	exception_info		2526.540705	501315	80489		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/31a2f3ca-a2a6-43ad-9b33-60ce3f4082ec	/trials/9a3cdf6b-23c8-4dcb-b962-705a5eb08a1e
phase3-full-20	router-anthropic-fable-5	router-anthropic-fable-5/2026-07-11__12-15-55	terminal-bench-2.0:schemelike-metacircular-eval	54	c0333892-059c-47b6-bfdd-66acb22f6098	exception_with_success	1	exception_info		2543.192967	535597	84530		true	valid		9	agent_transcript,config,exception,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	true	true	true	true	true	true	true	/artifacts/5bc98e1b-c03d-4ded-9094-4d2da82250b4	/trials/c0333892-059c-47b6-bfdd-66acb22f6098
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:build-cython-ext	1	047f8904-4687-4d4a-adca-d28a81c10542	normal_failed_trial	0			267.212522	2257649	7130	1.50187325	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/1d6ac5c1-c544-4a97-af26-8995e65f94de	/trials/047f8904-4687-4d4a-adca-d28a81c10542
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:build-cython-ext	2	41a7b077-41b8-4a77-9317-c0aeaa6b3f83	normal_failed_trial	0			329.678082	4023268	14412	2.612372	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/14b75227-8b15-4eac-8f0d-8d52807d63bb	/trials/41a7b077-41b8-4a77-9317-c0aeaa6b3f83
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:build-cython-ext	3	27c69146-0a5a-4359-97f8-4ba6c9dce849	normal_failed_trial	0			304.152348	3240728	10750	2.11999575	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/689735f6-9c99-488e-98bc-2ecd943136ce	/trials/27c69146-0a5a-4359-97f8-4ba6c9dce849
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:cancel-async-tasks	5	5c3e311b-bb5e-41aa-a0aa-e5d90e3a9ef6	normal_failed_trial	0			73.183798	61004	548	0.09608125	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/e9d3d71b-ff12-4251-bd77-0cab659066db	/trials/5c3e311b-bb5e-41aa-a0aa-e5d90e3a9ef6
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:configure-git-webserver	7	90453f45-3608-4e99-bf9a-f342148b620c	normal_failed_trial	0			59.005022	92123	992	0.08952825	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/ae7e6805-65f3-4199-b7ea-75184d5e30fe	/trials/90453f45-3608-4e99-bf9a-f342148b620c
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:configure-git-webserver	8	786033cd-baf4-425b-bc9d-962c069fd0f8	normal_failed_trial	0			55.406772	30273	868	0.050933	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/ae34c9a7-d504-4273-9914-bf3e93553efa	/trials/786033cd-baf4-425b-bc9d-962c069fd0f8
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:configure-git-webserver	9	ad761bc1-9419-492a-b544-55d95ca4f97e	normal_failed_trial	0			61.812668	93057	1509	0.10566875	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/0fd9ee01-b367-4642-90ad-374cecb5c86e	/trials/ad761bc1-9419-492a-b544-55d95ca4f97e
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:custom-memory-heap-crash	11	75af0c09-8bba-42d5-8746-34c8ed12e2c0	normal_failed_trial	0			389.094042	1871266	26435	1.8357505	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/297cac69-6058-49fb-b231-664e18205066	/trials/75af0c09-8bba-42d5-8746-34c8ed12e2c0
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:llm-inference-batching-scheduler	19	c2af08a2-b5ab-4ffb-bf4a-2702104f9d29	normal_failed_trial	0			381.184217	4979027	37906	3.86869125	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/d8dabe76-95a5-454e-a699-5f2e3d76d952	/trials/c2af08a2-b5ab-4ffb-bf4a-2702104f9d29
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:llm-inference-batching-scheduler	20	6c49a41d-a9d5-4699-b214-fec130c7d44e	normal_failed_trial	0			464.259639	8166580	51387	6.28012125	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/51d25399-9a54-49db-a6e2-b49b655b925a	/trials/6c49a41d-a9d5-4699-b214-fec130c7d44e
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:llm-inference-batching-scheduler	21	3ac53702-460d-444d-9e75-6f94f1efcb9e	normal_failed_trial	0			362.249069	3996795	41978	3.40289375	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/d8c0d71d-5048-4f70-9d4e-40129541b5a1	/trials/3ac53702-460d-444d-9e75-6f94f1efcb9e
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:model-extraction-relu-logits	22	e77bef3d-bb0d-45d4-bbc9-fae81121f50d	normal_failed_trial	0			365.841332	1028608	23315	1.268093	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/7427b918-ecdd-4051-aded-3a3b2ea14cf9	/trials/e77bef3d-bb0d-45d4-bbc9-fae81121f50d
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:model-extraction-relu-logits	23	f8599e26-0cf4-4c5b-997c-6ea6b8533e0d	normal_failed_trial	0			124.493976	442272	10016	0.5778125	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/d1503301-0a7d-4592-81e9-68f933147ff6	/trials/f8599e26-0cf4-4c5b-997c-6ea6b8533e0d
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:model-extraction-relu-logits	24	c0fb1426-077c-457d-8b4f-2ca6ac893dee	normal_failed_trial	0			81.51512	166044	4139	0.235496	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/2e3d34c5-71da-46aa-8cd1-971ff5910e27	/trials/c0fb1426-077c-457d-8b4f-2ca6ac893dee
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:mteb-retrieve	28	5ebb7eff-fe31-4819-8411-0d7d1b689d32	normal_failed_trial	0			402.881418	157420	1177	0.2938575	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/d9253ecc-da81-410a-9828-814d5b06bb61	/trials/5ebb7eff-fe31-4819-8411-0d7d1b689d32
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:mteb-retrieve	29	fbec0449-9687-46b4-9de8-df32241fc886	normal_failed_trial	0			400.590241	156939	1142	0.2915345	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/6bc76c2d-0119-4377-9744-fd9f23c476e2	/trials/fbec0449-9687-46b4-9de8-df32241fc886
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:mteb-retrieve	30	4f5a94fd-a1f1-48fe-bf7f-52c030dfb145	normal_failed_trial	0			401.245324	155989	827	0.2810225	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/d48dd25d-25ba-4ca5-a7aa-2998b90cbbc2	/trials/4f5a94fd-a1f1-48fe-bf7f-52c030dfb145
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:openssl-selfsigned-cert	39	e5f9966d-7245-4a28-a074-a820a9997bad	normal_failed_trial	0			67.382329	386062	2151	0.28147575	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/b2a32775-382e-4d28-8e8a-13507b12fe9a	/trials/e5f9966d-7245-4a28-a074-a820a9997bad
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:password-recovery	40	9c648db3-0cc9-4ab7-bf21-ba82c6eff2b5	normal_failed_trial	0			156.896805	1778440	9573	1.23869525	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/66e4225d-457a-47a8-9569-3aa2031f6779	/trials/9c648db3-0cc9-4ab7-bf21-ba82c6eff2b5
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:password-recovery	41	8b1f6016-155e-4458-8c64-0c70b2e6bc1c	normal_failed_trial	0			205.475468	2500529	7991	1.57621075	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/6906c1a9-eb6e-4214-ba19-5fd11a2c2dec	/trials/8b1f6016-155e-4458-8c64-0c70b2e6bc1c
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:password-recovery	42	ac321efe-7ded-4db9-ba69-189cb73550cc	normal_failed_trial	0			131.678812	1478838	5571	0.9471325	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/ddf9373c-7090-4fe8-a770-947414624c83	/trials/ac321efe-7ded-4db9-ba69-189cb73550cc
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:polyglot-rust-c	43	fcf5abd3-5059-4995-9742-aae829f0468f	normal_failed_trial	0			66.415309	61192	766	0.06735525	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/a2d4c057-4bde-4dae-8b14-e9399a0f2934	/trials/fcf5abd3-5059-4995-9742-aae829f0468f
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:polyglot-rust-c	44	b59df617-f5c9-45bb-b561-b350b69c7e36	normal_failed_trial	0			391.429838	5850307	31504	3.97129325	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/ea812a7f-e4d1-4c6b-b7e4-9fa313c2c01b	/trials/b59df617-f5c9-45bb-b561-b350b69c7e36
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:polyglot-rust-c	45	e6829525-0923-4ede-b51c-10a3e061f653	normal_failed_trial	0			258.288696	3615183	20987	2.5302475	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/58846863-71f9-4b47-abb7-1a5820f6c9c4	/trials/e6829525-0923-4ede-b51c-10a3e061f653
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:query-optimize	49	526caafc-22e1-4f9e-9610-f014de45890a	normal_failed_trial	0			1023.159533	512524	3927	0.40756925	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/c63d2aa6-6f0d-42c5-9be3-632085841920	/trials/526caafc-22e1-4f9e-9610-f014de45890a
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:query-optimize	50	9d3b3315-8ca4-4895-ad6d-3dee503c7471	normal_failed_trial	0			1042.111353	498437	2741	0.36389325	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/7561f833-2bc2-425d-af26-71e3a174d0e1	/trials/9d3b3315-8ca4-4895-ad6d-3dee503c7471
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:query-optimize	51	a01c2c8c-1ee1-47ce-9191-8e58729cd08f	normal_failed_trial	0			1043.912363	295457	2213	0.24205575	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/80231f8c-f132-429a-a523-452c3988a991	/trials/a01c2c8c-1ee1-47ce-9191-8e58729cd08f
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:schemelike-metacircular-eval	53	77acdde2-4cf5-4cd7-b3fe-32b64433f0b9	normal_failed_trial	0			705.203436	14223738	72451	9.45834	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/59997498-2102-44b0-9508-eaccfc933bf0	/trials/77acdde2-4cf5-4cd7-b3fe-32b64433f0b9
phase3-full-20	router-anthropic-haiku-sanitized	router-anthropic-haiku-sanitized/2026-07-12__03-25-22	terminal-bench-2.0:schemelike-metacircular-eval	54	74d49595-4c4d-4c25-bd7b-260f1e54f3da	normal_failed_trial	0			863.41964	7029263	70361	5.7758815	false	valid		8	agent_transcript,config,log,result,trajectory,verifier_ctrf,verifier_reward,verifier_stdout	true	false	true	true	true	true	true	true	/artifacts/bc229bf7-44d8-4b42-a9c7-5b71aa3cadfa	/trials/74d49595-4c4d-4c25-bd7b-260f1e54f3da
